id,num,name,type1,type2,hp,atk,def,spa,spd,spe,ability_primary,ability_secondary,ability_hidden,height_m,weight_kg,color,egg_groups,gender_ratio_m,gender_ratio_f,forme,base_species
toxel,848,Toxel,Electric,Poison,40,38,35,54,35,40,Rattled,Static,Klutz,0.4,11,Purple,Undiscovered,,,,
toxtricity,849,Toxtricity,Electric,Poison,75,98,70,114,70,75,Punk Rock,Plus,Technician,1.6,40,Purple,Human-Like,,,,
toxtricitylowkey,849,Toxtricity-Low-Key,Electric,Poison,75,98,70,114,70,75,Punk Rock,Minus,Technician,1.6,40,Purple,Human-Like,,,Low-Key,Toxtricity
toxtricitygmax,849,Toxtricity-Gmax,Electric,Poison,75,98,70,114,70,75,Punk Rock,Plus,Technician,24,0,Purple,Human-Like,,,Gmax,Toxtricity
toxtricitylowkeygmax,849,Toxtricity-Low-Key-Gmax,Electric,Poison,75,98,70,114,70,75,Punk Rock,Minus,Technician,24,0,Purple,Human-Like,,,Low-Key-Gmax,Toxtricity
sizzlipede,850,Sizzlipede,Fire,Bug,50,65,45,50,50,45,Flash Fire,White Smoke,Flame Body,0.7,1,Red,Bug,,,,
centiskorch,851,Centiskorch,Fire,Bug,100,115,65,90,90,65,Flash Fire,White Smoke,Flame Body,3,120,Red,Bug,,,,
centiskorchgmax,851,Centiskorch-Gmax,Fire,Bug,100,115,65,90,90,65,Flash Fire,White Smoke,Flame Body,75,0,Red,Bug,,,Gmax,Centiskorch
clobbopus,852,Clobbopus,Fighting,,50,68,60,50,50,32,Limber,,Technician,0.6,4,Brown,Water 1; Human-Like,,,,
grapploct,853,Grapploct,Fighting,,80,118,90,70,80,42,Limber,,Technician,1.6,39,Blue,Water 1; Human-Like,,,,
sinistea,854,Sinistea,Ghost,,40,45,45,74,54,50,Weak Armor,,Cursed Body,0.1,0.2,Purple,Mineral; Amorphous,,,,
sinisteaantique,854,Sinistea-Antique,Ghost,,40,45,45,74,54,50,Weak Armor,,Cursed Body,0.1,0.2,Purple,Undiscovered,,,Antique,Sinistea
polteageist,855,Polteageist,Ghost,,60,65,65,134,114,70,Weak Armor,,Cursed Body,0.2,0.4,Purple,Mineral; Amorphous,,,,
polteageistantique,855,Polteageist-Antique,Ghost,,60,65,65,134,114,70,Weak Armor,,Cursed Body,0.2,0.4,Purple,Undiscovered,,,Antique,Polteageist
hatenna,856,Hatenna,Psychic,,42,30,45,56,53,39,Healer,Anticipation,Magic Bounce,0.4,3.4,Pink,Fairy,,,,
hattrem,857,Hattrem,Psychic,,57,40,65,86,73,49,Healer,Anticipation,Magic Bounce,0.6,4.8,Pink,Fairy,,,,
hatterene,858,Hatterene,Psychic,Fairy,57,90,95,136,103,29,Healer,Anticipation,Magic Bounce,2.1,5.1,Pink,Fairy,,,,
hatterenegmax,858,Hatterene-Gmax,Psychic,Fairy,57,90,95,136,103,29,Healer,Anticipation,Magic Bounce,26,0,Pink,Fairy,,,Gmax,Hatterene
impidimp,859,Impidimp,Dark,Fairy,45,45,30,55,40,50,Prankster,Frisk,Pickpocket,0.4,5.5,Pink,Fairy; Human-Like,,,,
morgrem,860,Morgrem,Dark,Fairy,65,60,45,75,55,70,Prankster,Frisk,Pickpocket,0.8,12.5,Pink,Fairy; Human-Like,,,,
grimmsnarl,861,Grimmsnarl,Dark,Fairy,95,120,65,95,75,60,Prankster,Frisk,Pickpocket,1.5,61,Purple,Fairy; Human-Like,,,,
grimmsnarlgmax,861,Grimmsnarl-Gmax,Dark,Fairy,95,120,65,95,75,60,Prankster,Frisk,Pickpocket,32,0,Purple,Fairy; Human-Like,,,Gmax,Grimmsnarl
obstagoon,862,Obstagoon,Dark,Normal,93,90,101,60,81,95,Reckless,Guts,Defiant,1.6,46,Gray,Field,,,,
perrserker,863,Perrserker,Steel,,70,110,100,50,60,50,Battle Armor,Tough Claws,Steely Spirit,0.8,28,Brown,Field,,,,
cursola,864,Cursola,Ghost,,60,95,50,145,130,30,Weak Armor,,Perish Body,1,0.4,White,Water 1; Water 3,0.25,0.75,,
sirfetchd,865,Sirfetch\u2019d,Fighting,,62,135,95,68,82,65,Steadfast,,Scrappy,0.8,117,White,Flying; Field,,,,
mrrime,866,Mr. Rime,Ice,Psychic,80,85,75,110,100,70,Tangled Feet,Screen Cleaner,Ice Body,1.5,58.2,Purple,Human-Like,,,,
runerigus,867,Runerigus,Ground,Ghost,58,95,145,50,105,30,Wandering Spirit,,,1.6,66.6,Gray,Mineral; Amorphous,,,,
milcery,868,Milcery,Fairy,,45,40,40,50,61,34,Sweet Veil,,Aroma Veil,0.2,0.3,White,Fairy; Amorphous,,,,
alcremie,869,Alcremie,Fairy,,65,60,75,110,121,64,Sweet Veil,,Aroma Veil,0.3,0.5,White,Fairy; Amorphous,,,,
alcremierubycream,,Alcremie-Ruby-Cream,,,,,,,,,,,,,,Pink,,,,Ruby-Cream,Alcremie
alcremiematchacream,,Alcremie-Matcha-Cream,,,,,,,,,,,,,,Green,,,,Matcha-Cream,Alcremie
alcremiemintcream,,Alcremie-Mint-Cream,,,,,,,,,,,,,,Blue,,,,Mint-Cream,Alcremie
alcremielemoncream,,Alcremie-Lemon-Cream,,,,,,,,,,,,,,Yellow,,,,Lemon-Cream,Alcremie
alcremierubyswirl,,Alcremie-Ruby-Swirl,,,,,,,,,,,,,,Yellow,,,,Ruby-Swirl,Alcremie
alcremiecaramelswirl,,Alcremie-Caramel-Swirl,,,,,,,,,,,,,,Yellow,,,,Caramel-Swirl,Alcremie
alcremierainbowswirl,,Alcremie-Rainbow-Swirl,,,,,,,,,,,,,,Yellow,,,,Rainbow-Swirl,Alcremie
alcremiegmax,869,Alcremie-Gmax,Fairy,,65,60,75,110,121,64,Sweet Veil,,Aroma Veil,30,0,Yellow,Fairy; Amorphous,,,Gmax,Alcremie
falinks,870,Falinks,Fighting,,65,100,100,70,60,75,Battle Armor,,Defiant,3,62,Yellow,Fairy; Mineral,,,,
falinksmega,870,Falinks-Mega,Fighting,,65,135,135,70,65,100,Battle Armor,,Defiant,1.6,99,Yellow,Fairy; Mineral,,,Mega,Falinks
pincurchin,871,Pincurchin,Electric,,48,101,95,91,85,15,Lightning Rod,,Electric Surge,0.3,1,Purple,Water 1; Amorphous,,,,
snom,872,Snom,Ice,Bug,30,25,35,45,30,20,Shield Dust,,Ice Scales,0.3,3.8,White,Bug,,,,
frosmoth,873,Frosmoth,Ice,Bug,70,65,60,125,90,65,Shield Dust,,Ice Scales,1.3,42,White,Bug,,,,
stonjourner,874,Stonjourner,Rock,,100,125,135,20,20,70,Power Spot,,,2.5,520,Gray,Mineral,,,,
eiscue,875,Eiscue,Ice,,75,80,110,65,90,50,Ice Face,,,1.4,89,Blue,Water 1; Field,,,,
eiscuenoice,875,Eiscue-Noice,Ice,,75,80,70,65,50,130,Ice Face,,,1.4,89,Blue,Water 1; Field,,,Noice,Eiscue
indeedee,876,Indeedee,Psychic,Normal,60,65,55,105,95,95,Inner Focus,Synchronize,Psychic Surge,0.9,28,Purple,Fairy,,,,
indeedeef,876,Indeedee-F,Psychic,Normal,70,55,65,95,105,85,Own Tempo,Synchronize,Psychic Surge,0.9,28,Purple,Fairy,,,F,Indeedee
morpeko,877,Morpeko,Electric,Dark,58,95,58,70,58,97,Hunger Switch,,,0.3,3,Yellow,Field; Fairy,,,,
morpekohangry,877,Morpeko-Hangry,Electric,Dark,58,95,58,70,58,97,Hunger Switch,,,0.3,3,Purple,Field; Fairy,,,Hangry,Morpeko
cufant,878,Cufant,Steel,,72,80,49,40,49,40,Sheer Force,,Heavy Metal,1.2,100,Yellow,Field; Mineral,,,,
copperajah,879,Copperajah,Steel,,122,130,69,80,69,30,Sheer Force,,Heavy Metal,3,650,Green,Field; Mineral,,,,
copperajahgmax,879,Copperajah-Gmax,Steel,,122,130,69,80,69,30,Sheer Force,,Heavy Metal,23,0,Green,Field; Mineral,,,Gmax,Copperajah
dracozolt,880,Dracozolt,Electric,Dragon,90,100,90,80,70,75,Volt Absorb,Hustle,Sand Rush,1.8,190,Green,Undiscovered,,,,
arctozolt,881,Arctozolt,Electric,Ice,90,100,90,90,80,55,Volt Absorb,Static,Slush Rush,2.3,150,Blue,Undiscovered,,,,
dracovish,882,Dracovish,Water,Dragon,90,90,100,70,80,75,Water Absorb,Strong Jaw,Sand Rush,2.3,215,Green,Undiscovered,,,,
arctovish,883,Arctovish,Water,Ice,90,90,100,80,90,55,Water Absorb,Ice Body,Slush Rush,2,175,Blue,Undiscovered,,,,
duraludon,884,Duraludon,Steel,Dragon,70,95,115,120,50,85,Light Metal,Heavy Metal,Stalwart,1.8,40,White,Mineral; Dragon,,,,
duraludongmax,884,Duraludon-Gmax,Steel,Dragon,70,95,115,120,50,85,Light Metal,Heavy Metal,Stalwart,43,0,White,Mineral; Dragon,,,Gmax,Duraludon
dreepy,885,Dreepy,Dragon,Ghost,28,60,30,40,30,82,Clear Body,Infiltrator,Cursed Body,0.5,2,Green,Amorphous; Dragon,,,,
drakloak,886,Drakloak,Dragon,Ghost,68,80,50,60,50,102,Clear Body,Infiltrator,Cursed Body,1.4,11,Green,Amorphous; Dragon,,,,
dragapult,887,Dragapult,Dragon,Ghost,88,120,75,100,75,142,Clear Body,Infiltrator,Cursed Body,3,50,Green,Amorphous; Dragon,,,,
zacian,888,Zacian,Fairy,,92,120,115,80,115,138,Intrepid Sword,,,2.8,110,Blue,Undiscovered,,,,
zaciancrowned,888,Zacian-Crowned,Fairy,Steel,92,150,115,80,115,148,Intrepid Sword,,,2.8,355,Blue,Undiscovered,,,Crowned,Zacian
zamazenta,889,Zamazenta,Fighting,,92,120,115,80,115,138,Dauntless Shield,,,2.9,210,Red,Undiscovered,,,,
zamazentacrowned,889,Zamazenta-Crowned,Fighting,Steel,92,120,140,80,140,128,Dauntless Shield,,,2.9,785,Red,Undiscovered,,,Crowned,Zamazenta
eternatus,890,Eternatus,Poison,Dragon,140,85,95,145,95,130,Pressure,,,20,950,Purple,Undiscovered,,,,
eternatuseternamax,890,Eternatus-Eternamax,Poison,Dragon,255,115,250,125,250,130,Pressure,,,100,0,Purple,Undiscovered,,,Eternamax,Eternatus
kubfu,891,Kubfu,Fighting,,60,90,60,53,50,72,Inner Focus,,,0.6,12,Gray,Undiscovered,0.875,0.125,,
urshifu,892,Urshifu,Fighting,Dark,100,130,100,63,60,97,Unseen Fist,,,1.9,105,Gray,Undiscovered,0.875,0.125,,
urshifurapidstrike,892,Urshifu-Rapid-Strike,Fighting,Water,100,130,100,63,60,97,Unseen Fist,,,1.9,105,Gray,Undiscovered,0.875,0.125,Rapid-Strike,Urshifu
urshifugmax,892,Urshifu-Gmax,Fighting,Dark,100,130,100,63,60,97,Unseen Fist,,,29,0,Gray,Undiscovered,0.875,0.125,Gmax,Urshifu
urshifurapidstrikegmax,892,Urshifu-Rapid-Strike-Gmax,Fighting,Water,100,130,100,63,60,97,Unseen Fist,,,26,0,Gray,Undiscovered,0.875,0.125,Rapid-Strike-Gmax,Urshifu
zarude,893,Zarude,Dark,Grass,105,120,105,70,95,105,Leaf Guard,,,1.8,70,Black,Undiscovered,,,,
zarudedada,893,Zarude-Dada,Dark,Grass,105,120,105,70,95,105,Leaf Guard,,,1.8,70,Black,Undiscovered,,,Dada,Zarude
regieleki,894,Regieleki,Electric,,80,100,50,100,50,200,Transistor,,,1.2,145,Yellow,Undiscovered,,,,
regidrago,895,Regidrago,Dragon,,200,100,50,100,50,80,Dragon's Maw,,,2.1,200,Green,Undiscovered,,,,
glastrier,896,Glastrier,Ice,,100,145,130,65,110,30,Chilling Neigh,,,2.2,800,White,Undiscovered,,,,
spectrier,897,Spectrier,Ghost,,100,65,60,145,80,130,Grim Neigh,,,2,44.5,Black,Undiscovered,,,,
calyrex,898,Calyrex,Psychic,Grass,100,80,80,80,80,80,Unnerve,,,1.1,7.7,Green,Undiscovered,,,,
calyrexice,898,Calyrex-Ice,Psychic,Ice,100,165,150,85,130,50,As One (Glastrier),,,2.4,809.1,White,Undiscovered,,,Ice,Calyrex
calyrexshadow,898,Calyrex-Shadow,Psychic,Ghost,100,85,80,165,100,150,As One (Spectrier),,,2.4,53.6,Black,Undiscovered,,,Shadow,Calyrex
wyrdeer,899,Wyrdeer,Normal,Psychic,103,105,72,105,75,65,Intimidate,Frisk,Sap Sipper,1.8,95.1,Gray,Field,,,,
kleavor,900,Kleavor,Bug,Rock,70,135,95,45,70,85,Swarm,Sheer Force,Sharpness,1.8,89,Brown,Bug,,,,
ursaluna,901,Ursaluna,Ground,Normal,130,140,105,45,80,50,Guts,Bulletproof,Unnerve,2.4,290,Brown,Field,,,,
ursalunabloodmoon,901,Ursaluna-Bloodmoon,Ground,Normal,113,70,120,135,65,52,Mind's Eye,,,2.7,333,Brown,Field,,,Bloodmoon,Ursaluna
basculegion,902,Basculegion,Water,Ghost,120,112,65,80,75,78,Swift Swim,Adaptability,Mold Breaker,3,110,Green,Water 2,,,,
basculegionf,902,Basculegion-F,Water,Ghost,120,92,65,100,75,78,Swift Swim,Adaptability,Mold Breaker,3,110,Green,Water 2,,,F,Basculegion
sneasler,903,Sneasler,Fighting,Poison,80,130,60,40,80,120,Pressure,Unburden,Poison Touch,1.3,43,Blue,Field,,,,
overqwil,904,Overqwil,Dark,Poison,85,115,95,65,65,85,Poison Point,Swift Swim,Intimidate,2.5,60.5,Black,Water 2,,,,
enamorus,905,Enamorus,Fairy,Flying,74,115,70,135,80,106,Cute Charm,,Contrary,1.6,48,Pink,Undiscovered,,,,
enamorustherian,905,Enamorus-Therian,Fairy,Flying,74,115,110,135,100,46,Overcoat,,,1.6,48,Pink,Undiscovered,,,Therian,Enamorus
sprigatito,906,Sprigatito,Grass,,40,61,54,45,45,65,Overgrow,,Protean,0.4,4.1,Green,Field; Grass,0.875,0.125,,
floragato,907,Floragato,Grass,,61,80,63,60,63,83,Overgrow,,Protean,0.9,12.2,Green,Field; Grass,0.875,0.125,,
meowscarada,908,Meowscarada,Grass,Dark,76,110,70,81,70,123,Overgrow,,Protean,1.5,31.2,Green,Field; Grass,0.875,0.125,,
fuecoco,909,Fuecoco,Fire,,67,45,59,63,40,36,Blaze,,Unaware,0.4,9.8,Red,Field,0.875,0.125,,
crocalor,910,Crocalor,Fire,,81,55,78,90,58,49,Blaze,,Unaware,1,30.7,Red,Field,0.875,0.125,,
skeledirge,911,Skeledirge,Fire,Ghost,104,75,100,110,75,66,Blaze,,Unaware,1.6,326.5,Red,Field,0.875,0.125,,
quaxly,912,Quaxly,Water,,55,65,45,50,45,50,Torrent,,Moxie,0.5,6.1,Blue,Flying; Water 1,0.875,0.125,,
quaxwell,913,Quaxwell,Water,,70,85,65,65,60,65,Torrent,,Moxie,1.2,21.5,Blue,Flying; Water 1,0.875,0.125,,
quaquaval,914,Quaquaval,Water,Fighting,85,120,80,85,75,85,Torrent,,Moxie,1.8,61.9,Blue,Flying; Water 1,0.875,0.125,,
lechonk,915,Lechonk,Normal,,54,45,40,35,45,35,Aroma Veil,Gluttony,Thick Fat,0.5,10.2,Gray,Field,,,,
oinkologne,916,Oinkologne,Normal,,110,100,75,59,80,65,Lingering Aroma,Gluttony,Thick Fat,1,120,Gray,Field,,,,
oinkolognef,916,Oinkologne-F,Normal,,115,90,70,59,90,65,Aroma Veil,Gluttony,Thick Fat,1,120,Brown,Field,,,F,Oinkologne
tarountula,917,Tarountula,Bug,,35,41,45,29,40,20,Insomnia,,Stakeout,0.3,4,White,Bug,,,,
spidops,918,Spidops,Bug,,60,79,92,52,86,35,Insomnia,,Stakeout,1,16.5,Green,Bug,,,,
nymble,919,Nymble,Bug,,33,46,40,21,25,45,Swarm,,Tinted Lens,0.2,1,Gray,Bug,,,,
lokix,920,Lokix,Bug,Dark,71,102,78,52,55,92,Swarm,,Tinted Lens,1,17.5,Gray,Bug,,,,
pawmi,921,Pawmi,Electric,,45,50,20,40,25,60,Static,Natural Cure,Iron Fist,0.3,2.5,Yellow,Field,,,,
pawmo,922,Pawmo,Electric,Fighting,60,75,40,50,40,85,Volt Absorb,Natural Cure,Iron Fist,0.4,6.5,Yellow,Field,,,,
pawmot,923,Pawmot,Electric,Fighting,70,115,70,70,60,105,Volt Absorb,Natural Cure,Iron Fist,0.9,41,Yellow,Field,,,,
tandemaus,924,Tandemaus,Normal,,50,50,45,40,45,75,Run Away,Pickup,Own Tempo,0.3,1.8,White,Field; Fairy,,,,
maushold,925,Maushold,Normal,,74,75,70,65,75,111,Friend Guard,Cheek Pouch,Technician,0.3,2.3,White,Field; Fairy,,,,
mausholdfour,925,Maushold-Four,Normal,,74,75,70,65,75,111,Friend Guard,Cheek Pouch,Technician,0.3,2.8,White,Field; Fairy,,,Four,Maushold
fidough,926,Fidough,Fairy,,37,55,70,30,55,65,Own Tempo,,Klutz,0.3,10.9,Yellow,Field; Mineral,,,,
dachsbun,927,Dachsbun,Fairy,,57,80,115,50,80,95,Well-Baked Body,,Aroma Veil,0.5,14.9,Brown,Field; Mineral,,,,
smoliv,928,Smoliv,Grass,Normal,41,35,45,58,51,30,Early Bird,,Harvest,0.3,6.5,Green,Grass,,,,
dolliv,929,Dolliv,Grass,Normal,52,53,60,78,78,33,Early Bird,,Harvest,0.6,11.9,Green,Grass,,,,
arboliva,930,Arboliva,Grass,Normal,78,69,90,125,109,39,Seed Sower,,Harvest,1.4,48.2,Green,Grass,,,,
squawkabilly,931,Squawkabilly,Normal,Flying,82,96,51,45,51,92,Intimidate,Hustle,Guts,0.6,2.4,Green,Flying,,,,
squawkabillyblue,931,Squawkabilly-Blue,Normal,Flying,82,96,51,45,51,92,Intimidate,Hustle,Guts,0.6,2.4,Blue,Flying,,,Blue,Squawkabilly
squawkabillyyellow,931,Squawkabilly-Yellow,Normal,Flying,82,96,51,45,51,92,Intimidate,Hustle,Sheer Force,0.6,2.4,Yellow,Flying,,,Yellow,Squawkabilly
squawkabillywhite,931,Squawkabilly-White,Normal,Flying,82,96,51,45,51,92,Intimidate,Hustle,Sheer Force,0.6,2.4,White,Flying,,,White,Squawkabilly
nacli,932,Nacli,Rock,,55,55,75,35,35,25,Purifying Salt,Sturdy,Clear Body,0.4,16,Brown,Mineral,,,,
naclstack,933,Naclstack,Rock,,60,60,100,35,65,35,Purifying Salt,Sturdy,Clear Body,0.6,105,Brown,Mineral,,,,
garganacl,934,Garganacl,Rock,,100,100,130,45,90,35,Purifying Salt,Sturdy,Clear Body,2.3,240,Brown,Mineral,,,,
charcadet,935,Charcadet,Fire,,40,50,40,50,40,35,Flash Fire,,Flame Body,0.6,10.5,Red,Human-Like,,,,
armarouge,936,Armarouge,Fire,Psychic,85,60,100,125,80,75,Flash Fire,,Weak Armor,1.5,85,Red,Human-Like,,,,
ceruledge,937,Ceruledge,Fire,Ghost,75,125,80,60,100,85,Flash Fire,,Weak Armor,1.6,62,Purple,Human-Like,,,,
tadbulb,938,Tadbulb,Electric,,61,31,41,59,35,45,Own Tempo,Static,Damp,0.3,0.4,Yellow,Water 1,,,,
bellibolt,939,Bellibolt,Electric,,109,64,91,103,83,45,Electromorphosis,Static,Damp,1.2,113,Green,Water 1,,,,
wattrel,940,Wattrel,Electric,Flying,40,40,35,55,40,70,Wind Power,Volt Absorb,Competitive,0.4,3.6,Black,Water 1; Flying,,,,
kilowattrel,941,Kilowattrel,Electric,Flying,70,70,60,105,60,125,Wind Power,Volt Absorb,Competitive,1.4,38.6,Yellow,Water 1; Flying,,,,
maschiff,942,Maschiff,Dark,,60,78,60,40,51,51,Intimidate,Run Away,Stakeout,0.5,16,Brown,Field,,,,
mabosstiff,943,Mabosstiff,Dark,,80,120,90,60,70,85,Intimidate,Guard Dog,Stakeout,1.1,61,Gray,Field,,,,
shroodle,944,Shroodle,Poison,Normal,40,65,35,40,35,75,Unburden,Pickpocket,Prankster,0.2,0.7,Gray,Field,,,,
grafaiai,945,Grafaiai,Poison,Normal,63,95,65,80,72,110,Unburden,Poison Touch,Prankster,0.7,27.2,Gray,Field,,,,
bramblin,946,Bramblin,Grass,Ghost,40,65,30,45,35,60,Wind Rider,,Infiltrator,0.6,0.6,Brown,Grass,,,,
brambleghast,947,Brambleghast,Grass,Ghost,55,115,70,80,70,90,Wind Rider,,Infiltrator,1.2,6,Brown,Grass,,,,
toedscool,948,Toedscool,Ground,Grass,40,40,35,50,100,70,Mycelium Might,,,0.9,33,Yellow,Field,,,,
toedscruel,949,Toedscruel,Ground,Grass,80,70,65,80,120,100,Mycelium Might,,,1.9,58,Black,Field,,,,
klawf,950,Klawf,Rock,,70,100,115,35,55,75,Anger Shell,Shell Armor,Regenerator,1.3,79,Red,Water 3,,,,
capsakid,951,Capsakid,Grass,,50,62,40,62,40,50,Chlorophyll,Insomnia,Klutz,0.3,3,Green,Grass,,,,
scovillain,952,Scovillain,Grass,Fire,65,108,65,108,65,75,Chlorophyll,Insomnia,Moody,0.9,15,Green,Grass,,,,
scovillainmega,952,Scovillain-Mega,Grass,Fire,65,138,85,138,85,75,Chlorophyll,Insomnia,Moody,1.2,22,Green,Grass,,,Mega,Scovillain
rellor,953,Rellor,Bug,,41,50,60,31,58,30,Compound Eyes,,Shed Skin,0.2,1,Brown,Bug,,,,
rabsca,954,Rabsca,Bug,Psychic,75,50,85,115,100,45,Synchronize,,Telepathy,0.3,3.5,Green,Bug,,,,
flittle,955,Flittle,Psychic,,30,35,30,55,30,75,Anticipation,Frisk,Speed Boost,0.2,1.5,Yellow,Flying,,,,
espathra,956,Espathra,Psychic,,95,60,60,101,60,105,Opportunist,Frisk,Speed Boost,1.9,90,Yellow,Flying,,,,
tinkatink,957,Tinkatink,Fairy,Steel,50,45,45,35,64,58,Mold Breaker,Own Tempo,Pickpocket,0.4,8.9,Pink,Fairy,,,,
tinkatuff,958,Tinkatuff,Fairy,Steel,65,55,55,45,82,78,Mold Breaker,Own Tempo,Pickpocket,0.7,59.1,Pink,Fairy,,,,
tinkaton,959,Tinkaton,Fairy,Steel,85,75,77,70,105,94,Mold Breaker,Own Tempo,Pickpocket,0.7,112.8,Pink,Fairy,,,,
wiglett,960,Wiglett,Water,,10,55,25,35,25,95,Gooey,Rattled,Sand Veil,1.2,1.8,White,Water 3,,,,
wugtrio,961,Wugtrio,Water,,35,100,50,50,70,120,Gooey,Rattled,Sand Veil,1.2,5.4,Red,Water 3,,,,
bombirdier,962,Bombirdier,Flying,Dark,70,103,85,60,85,82,Big Pecks,Keen Eye,Rocky Payload,1.5,42.9,White,Flying,,,,
finizen,963,Finizen,Water,,70,45,40,45,40,75,Water Veil,,,1.3,60.2,Blue,Field; Water 2,,,,
palafin,964,Palafin,Water,,100,70,72,53,62,100,Zero to Hero,,,1.3,60.2,Blue,Field; Water 2,,,,
palafinhero,964,Palafin-Hero,Water,,100,160,97,106,87,100,Zero to Hero,,,1.8,97.4,Blue,Field; Water 2,,,Hero,Palafin
varoom,965,Varoom,Steel,Poison,45,70,63,30,45,47,Overcoat,,Slow Start,1,35,Gray,Mineral,,,,
revavroom,966,Revavroom,Steel,Poison,80,119,90,54,67,90,Overcoat,,Filter,1.8,120,Gray,Mineral,,,,
cyclizar,967,Cyclizar,Dragon,Normal,70,95,65,85,65,121,Shed Skin,,Regenerator,1.6,63,Green,Field,,,,
orthworm,968,Orthworm,Steel,,70,85,145,60,55,65,Earth Eater,,Sand Veil,2.5,310,Pink,Field,,,,
glimmet,969,Glimmet,Rock,Poison,48,35,42,105,60,60,Toxic Debris,,Corrosion,0.7,8,Blue,Mineral,,,,
glimmora,970,Glimmora,Rock,Poison,83,55,90,130,81,86,Toxic Debris,,Corrosion,1.5,45,Blue,Mineral,,,,
glimmoramega,970,Glimmora-Mega,Rock,Poison,83,90,105,150,96,101,Toxic Debris,,Corrosion,2.8,77,Blue,Mineral,,,Mega,Glimmora
greavard,971,Greavard,Ghost,,50,61,60,30,55,34,Pickup,,Fluffy,0.6,35,White,Field,,,,
houndstone,972,Houndstone,Ghost,,72,101,100,50,97,68,Sand Rush,,Fluffy,2,15,White,Field,,,,
flamigo,973,Flamigo,Flying,Fighting,82,115,74,75,64,90,Scrappy,Tangled Feet,Costar,1.6,37,Pink,Flying,,,,
cetoddle,974,Cetoddle,Ice,,108,68,45,30,40,43,Thick Fat,Snow Cloak,Sheer Force,1.2,45,White,Field,,,,
cetitan,975,Cetitan,Ice,,170,113,65,45,55,73,Thick Fat,Slush Rush,Sheer Force,4.5,700,White,Field,,,,
veluza,976,Veluza,Water,Psychic,90,102,73,78,65,70,Mold Breaker,,Sharpness,2.5,90,Gray,Water 2,,,,
dondozo,977,Dondozo,Water,,150,100,115,65,65,35,Unaware,Oblivious,Water Veil,12,220,Blue,Water 2,,,,
tatsugiri,978,Tatsugiri,Dragon,Water,68,50,60,120,95,82,Commander,,Storm Drain,0.3,8,Red,Water 2,,,,
tatsugiridroopy,978,Tatsugiri-Droopy,Dragon,Water,68,50,60,120,95,82,Commander,,Storm Drain,0.3,8,Pink,Water 2,,,Droopy,Tatsugiri
tatsugiristretchy,978,Tatsugiri-Stretchy,Dragon,Water,68,50,60,120,95,82,Commander,,Storm Drain,0.3,8,Yellow,Water 2,,,Stretchy,Tatsugiri
tatsugiricurlymega,978,Tatsugiri-Curly-Mega,Dragon,Water,68,65,90,135,125,92,Commander,,Storm Drain,0.3,8,Red,Water 2,,,Curly-Mega,Tatsugiri
tatsugiridroopymega,978,Tatsugiri-Droopy-Mega,Dragon,Water,68,65,90,135,125,92,Commander,,Storm Drain,0.3,8,Pink,Water 2,,,Droopy-Mega,Tatsugiri
tatsugiristretchymega,978,Tatsugiri-Stretchy-Mega,Dragon,Water,68,65,90,135,125,92,Commander,,Storm Drain,0.3,8,Yellow,Water 2,,,Stretchy-Mega,Tatsugiri
annihilape,979,Annihilape,Fighting,Ghost,110,115,80,50,90,90,Vital Spirit,Inner Focus,Defiant,1.2,56,Gray,Field,,,,
clodsire,980,Clodsire,Poison,Ground,130,75,60,45,100,20,Poison Point,Water Absorb,Unaware,1.8,223,Brown,Water 1; Field,,,,
farigiraf,981,Farigiraf,Normal,Psychic,120,90,70,110,70,60,Cud Chew,Armor Tail,Sap Sipper,3.2,160,Brown,Field,,,,
dudunsparce,982,Dudunsparce,Normal,,125,100,80,85,75,55,Serene Grace,Run Away,Rattled,3.6,39.2,Yellow,Field,,,,
dudunsparcethreesegment,982,Dudunsparce-Three-Segment,Normal,,125,100,80,85,75,55,Serene Grace,Run Away,Rattled,4.5,47.4,Yellow,Field,,,Three-Segment,Dudunsparce
kingambit,983,Kingambit,Dark,Steel,100,135,120,60,85,50,Defiant,Supreme Overlord,Pressure,2,120,Black,Human-Like,,,,
greattusk,984,Great Tusk,Ground,Fighting,115,131,131,53,53,87,Protosynthesis,,,2.2,320,Purple,Undiscovered,,,,
screamtail,985,Scream Tail,Fairy,Psychic,115,65,99,65,115,111,Protosynthesis,,,1.2,8,Pink,Undiscovered,,,,
brutebonnet,986,Brute Bonnet,Grass,Dark,111,127,99,79,99,55,Protosynthesis,,,1.2,21,White,Undiscovered,,,,
fluttermane,987,Flutter Mane,Ghost,Fairy,55,55,55,135,135,135,Protosynthesis,,,1.4,4,Gray,Undiscovered,,,,
slitherwing,988,Slither Wing,Bug,Fighting,85,135,79,85,105,81,Protosynthesis,,,3.2,92,White,Undiscovered,,,,
sandyshocks,989,Sandy Shocks,Electric,Ground,85,81,97,121,85,101,Protosynthesis,,,2.3,60,Gray,Undiscovered,,,,
irontreads,990,Iron Treads,Ground,Steel,90,112,120,72,70,106,Quark Drive,,,0.9,240,Gray,Undiscovered,,,,
ironbundle,991,Iron Bundle,Ice,Water,56,80,114,124,60,136,Quark Drive,,,0.6,11,Red,Undiscovered,,,,
ironhands,992,Iron Hands,Fighting,Electric,154,140,108,50,68,50,Quark Drive,,,1.8,380.7,Gray,Undiscovered,,,,
